State,No.,Facility Name,Full Address,Phone Number,District
Pulau Pinang,96,KKIA Taman Tun Sardon,"KKIA Taman Tun Sardon, Unit A-G-9 & A-G-10 Rumah Pangsa Taman Tun Sardon, Gelugor, 11700, Timur Laut, Pulau Pinang",04-6571592,Timur Laut
Pulau Pinang,97,KKIA Tanjong Tokong,"KKIA Tanjong Tokong, Unit A-G-3 & A-G-4 Rumah Pangsa Tanjong Tokong UDA, Fasa 1,  Bandar Tanjung Pinang, 10470, Timur Laut, Pulau Pinang",04-8993727,Timur Laut
Perak,1,KD Air Ganda,"KD Air Ganda, Kampung Ganda Temengor, Gerik, Hulu Perak, 33300, Hulu Perak, Perak",05-7917401,Hulu Perak
Perak,2,KD Air Kala,"KD Air Kala, Kampung Ayer Kala, Lenggong, Hulu Perak, 33420, Hulu Perak, Perak",05-7981092,Hulu Perak
Perak,3,KD Air Kuning,"KD Air Kuning, Air Kuning, Tapah, 31920, Batang Padang, Perak",05-4789450,Batang Padang
Perak,4,KD Air Panas,"KD Air Panas, Kampung Ayer Panas, Gerik, 33300, Hulu Perak, Perak",05-7917804,Hulu Perak
Perak,5,KD Air Tawar Batu 16,"KD Air Tawar Batu 16, Batu 16, Ayer Tawar, 32400, Manjung, Perak",05-6690073,Manjung
Perak,6,KD Anak Kurau,"KD Anak Kurau, Kampung Anak Kurau, Batu Kurau, 34500, Larut dan Matang, Perak",05-8882073,Larut dan Matang
Perak,7,KD Ara Panjang,"KD Ara Panjang, Ara Panjang, Manong, 33800, Kuala Kangsar, Perak",05-7431579,Kuala Kangsar
Perak,8,KD Ayer Itam,"KD Ayer Itam, Kampung Ayer Itam, Ayer Itam, Hilir Perak, 36700, Hilir Perak, Perak",05-6562054,Hilir Perak
Perak,9,KD Ayer Putih,"KD Ayer Putih, Pekan Ayer Putih, Pokok Assam, Larut, Matang & Selama, 34700, Larut dan Matang, Perak",05-8915717,Larut dan Matang
Perak,10,KD Bagan Baru,"KD Bagan Baru, Bagan Baru, Redang Panjang, 34510, Larut dan Matang, Perak",05-8803099,Larut dan Matang
Perak,11,KD Bagan Lalang,"KD Bagan Lalang, Kampung Bagan Lalang,  Hutan Melintang, Hilir Perak, 36400, Hilir Perak, Perak",05-6414054,Hilir Perak
Perak,12,KD Bagan Pasir,"KD Bagan Pasir, Batu 20, Selekoh, 36200, Hilir Perak, Perak",05-6487394,Hilir Perak
Perak,13,KD Bagan Pasir Laut,"KD Bagan Pasir Laut, Bagan Pasir Laut, Selekoh, 36200, Hilir Perak, Perak",05-6487402,Hilir Perak
Perak,14,KD Bagan Tiang,"KD Bagan Tiang, Bagan Tiang, Tanjung Piandang, 34250, Kerian, Perak",-,Kerian
Perak,15,KD Balik Bukit Semanggol,"KD Balik Bukit Semanggol, Jalan Kerian, Gunung Semanggol, 34400, Kerian, Perak",011-65722155,Kerian
Perak,16,KD Balun Bidai,"KD Balun Bidai, Kampung Gajah, Perak Tengah, 36800, Perak Tengah, Perak",-,Perak Tengah
Perak,17,KD Bandariang,"KD Bandariang, Bandariang, Gerik, Hulu Perak, 33300, Hulu Perak, Perak",04-7913089,Hulu Perak
Perak,18,KD Batu 10 Lekir,"KD Batu 10 Lekir, Batu 10, Lekir, 32020, Manjung, Perak",05-6792450,Manjung
Perak,19,KD Batu 12,"KD Batu 12, Batu 12, Jalan Bidor, Langkap, 36700, Hilir Perak, Perak",05-6562051,Hilir Perak
Perak,20,KD Batu 3,"KD Batu 3, Temoh, Tapah, 35350, Batang Padang, Perak",05-4017502,Batang Padang
Perak,21,KD Batu 3 Segari,"KD Batu 3 Segari, Batu 3 Segari, Lumut, 32300, Manjung, Perak",05-6773863,Manjung
Perak,22,KD Batu 38,"KD Batu 38, Jalan Keretapi, Alor Pongsu, 34300, Kerian, Perak",-,Kerian
Perak,23,KD Batu 6,"KD Batu 6, Jalan Pahang, Tapah, 35300, Batang Padang, Perak",05-4010101,Batang Padang
Perak,24,KD Batu 8 Segari,"KD Batu 8 Segari, Kampung Batu 8 Segari, Lumut, 32300, Manjung, Perak",05-6773860,Manjung
Perak,25,KD Batu 8 Tanjung Tualang,"KD Batu 8 Tanjung Tualang, Jalan Tanjung Tualang, Tanjung Tualang, 31800, Kinta, Perak",05-3702310,Kinta
Perak,26,KD Batu Hampar,"KD Batu Hampar, Batu 26 Jalan Beruas, Sg Kerang, 32700, Larut dan Matang, Perak",05-6775346,Larut dan Matang
Perak,27,KD Batu Melintang,"KD Batu Melintang, Kampung Batu Melintang, Tapah, 35000, Batang Padang, Perak",05-4010000,Batang Padang
Perak,28,KD Bawong,"KD Bawong, Jalan Lasah, Sg. Siput (U), 31100, Kuala Kangsar, Perak",05-5940169,Kuala Kangsar
Perak,29,KD Behrang Stesyen,"KD Behrang Stesyen, Behrang Stesen, Tanjung Malim, 35950, Muallim, Perak",05-4543405,Muallim
Perak,30,KD Behrang Ulu,"KD Behrang Ulu, Behrang Hulu, 35950, Muallim, Perak",05-4541861,Muallim
Perak,31,KD Belanja Kiri,"KD Belanja Kiri, Kampung Belanja Kiri, Parit, 32800, Perak Tengah, Perak",05-3774108,Perak Tengah
Perak,32,KD Belia Pondok Tanjung,"KD Belia Pondok Tanjung, Rancangan Khas Belia, Selama, 34010, Larut dan Matang, Perak",05-8396778,Larut dan Matang
Perak,33,KD Beluru,"KD Beluru, Kampung Beluru, Enggor, 33600, Kuala Kangsar, Perak",05-7774588,Kuala Kangsar
Perak,34,KD Bemban,"KD Bemban, Jalan Bemban, Batu Gajah, 31000, Kinta, Perak",05-3667300,Kinta
Perak,35,KD Beng,"KD Beng, Kampung Beng, Lenggong, 33400, Hulu Perak, Perak",05-7960122,Hulu Perak
Perak,36,KD Benting,"KD Benting, Kampung Benting, Manong, 33800, Kuala Kangsar, Perak",05-7432113,Kuala Kangsar
Perak,37,KD Bota Kanan,"KD Bota Kanan, Bota Kanan, Bota, 32600, Perak Tengah, Perak",05-3761770,Perak Tengah
Perak,38,KD Bukit Bertam,"KD Bukit Bertam,  Bukit Bertam, Sungai Bayor, 34110, Larut dan Matang, Perak",05-4041923,Larut dan Matang
Perak,39,KD Bukit Chupak,"KD Bukit Chupak, Bukit Chupak, Parit, 32800, Perak Tengah, Perak",05-3774107,Perak Tengah
Perak,40,KD Bukit Gantang,"KD Bukit Gantang, Kampung Bukit Gantang,  Changkat Jering, 34850, Larut dan Matang, Perak",05-8553445,Larut dan Matang
Perak,41,KD Bukit Merah,"KD Bukit Merah, Bukit Merah, Gunung Semanggol, 34400, Kerian, Perak",-,Kerian
Perak,42,KD Bukit Pekan,"KD Bukit Pekan, Kampung Bukit Pekan, Kampar, 31900, Kampar, Perak",05-4664562,Kampar
Perak,43,KD Bukit Sapi,"KD Bukit Sapi, Bukit Sapi, Lenggong, 33400, Hulu Perak, Perak",05-7960118,Hulu Perak
Perak,44,KD Buluh Akar,"KD Buluh Akar, Buluh Akar, Parit, 32800, Perak Tengah, Perak",05-7432216,Perak Tengah
Perak,45,KD Changkat Ibol,"KD Changkat Ibol, Kampung Changkat Ibol, Changkat Jering, 34850, Larut dan Matang, Perak",05-8553440,Larut dan Matang
Perak,46,KD Changkat Jong,"KD Changkat Jong, Jalan Changkat Jong, Teluk Intan, 36000, Hilir Perak, Perak",05-6237084,Hilir Perak
Perak,47,KD Changkat Larah,"KD Changkat Larah, Kampung Changkat Larah,  Taiping, 34600, Larut dan Matang, Perak",05-8839166,Larut dan Matang
Perak,48,KD Changkat Lobak,"KD Changkat Lobak, Changkat Lobak, Alor Pongsu, 34300, Kerian, Perak",-,Kerian
Perak,49,KD Changkat Sulaiman,"KD Changkat Sulaiman, Changkat Sulaiman, Sungkai, 35600, Batang Padang, Perak",05-4410076,Batang Padang
Perak,50,KD Changkat Tin,"KD Changkat Tin, Tanjung Tualang, 31800, Kinta, Perak",05-3600551,Kinta
Perak,51,KD Chegar Galah,"KD Chegar Galah, Chegar Galah, Sauk, 33500, Kuala Kangsar, Perak",05-7512378,Kuala Kangsar
Perak,52,KD Chenderiang,"KD Chenderiang, Chenderiang, Tapah, 35300, Batang Padang, Perak",05-4161676,Batang Padang
Perak,53,KD Chendrong,"KD Chendrong, Jalan Tanjung Tualang, Batu Gajah, 31800, Kinta, Perak",05-3702293,Kinta
Perak,54,KD Chepor,"KD Chepor, Kampung Chepor, Lenggong, 33400, Hulu Perak, Perak",05-7676413,Hulu Perak
Perak,55,KD Chikus,"KD Chikus, Chikus, Chenderung Balai, 36600, Hilir Perak, Perak",05-6595212,Hilir Perak
Perak,56,KD Chui Chak,"KD Chui Chak, Kampung Chui Chak, Langkap, 36700, Hilir Perak, Perak",05-6595213,Hilir Perak
Perak,57,KD Felcra Lekir,"KD Felcra Lekir, Felcra Lekir, Sitiawan, 32000, Manjung, Perak",05-6926225,Manjung
Perak,58,KD Felda Lasah,"KD Felda Lasah, Lasah, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5911486,Kuala Kangsar
Perak,59,KD Gelok,"KD Gelok, Kampung Gelok, Lenggong, 33400, Hulu Perak, Perak",05-7676492,Hulu Perak
Perak,60,KD Gunung Besout,"KD Gunung Besout, Felda Gunung Besout, Sungkai, 35600, Batang Padang, Perak",05-6235135,Batang Padang
Perak,61,KD Gunung Panjang,"KD Gunung Panjang, Kampung Gunung Panjang, Gopeng, 31600, Kampar, Perak",05-3596344,Kampar
Perak,62,KD Hujung Matang,"KD Hujung Matang, Kampung Hujung Matang, Kuala Sepetang, 34750, Larut dan Matang, Perak",05-8473023,Larut dan Matang
Perak,63,KD Jalan Gula,"KD Jalan Gula, Jalan Gula, Simpang Ampat, Semanggol, 34400, Kerian, Perak",-,Kerian
Perak,64,KD Jalan Ketoyong,"KD Jalan Ketoyong, Jalan Ketoyong, Tanjung Malim, 35900, Muallim, Perak",05-4596441,Muallim
Perak,65,KD Jalong,"KD Jalong, Kampung Jalong, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5975150,Kuala Kangsar
Perak,66,KD Jamuan,"KD Jamuan, Kampung Jamuan, Kuala Kangsar, 33000, Kuala Kangsar, Perak",05-7774585,Kuala Kangsar
Perak,67,KD Jelai,"KD Jelai, Kampung Jelai, Batu Kurau, 34520, Larut dan Matang, Perak",05-8882078,Larut dan Matang
Perak,68,KD Jeram,"KD Jeram, Kampung Jeram, Kampar, 31900, Kampar, Perak",05-4774988,Kampar
Perak,69,KD Jeram Mengkuang,"KD Jeram Mengkuang, Jeram Mengkuang, Bidor, 35500, Batang Padang, Perak",05-4332241,Batang Padang
Perak,70,KD Jerlun,"KD Jerlun, Kampung Jerlun, Kuala Kangsar, 33000, Kuala Kangsar, Perak",05-7773067,Kuala Kangsar
Perak,71,KD Kampung Bali,"KD Kampung Bali, Kg Bali, Tronoh, 31750, Kinta, Perak",05-3655064,Kinta
Perak,72,KD Kampung Banir,"KD Kampung Banir, Kampung Banir, Tapah, 35350, Batang Padang, Perak",03-4789276,Batang Padang
Perak,73,KD Kampung Banjar,"KD Kampung Banjar, Kampung Banjar, Teluk Intan, 36000, Hilir Perak, Perak",05-6234662,Hilir Perak
Perak,74,KD Kampung Banjar,"KD Kampung Banjar, Kampung Banjar, Bruas, 32700, Manjung, Perak",05-6727323,Manjung
Perak,75,KD Kampung Baru,"KD Kampung Baru, Kampung Baru, Sitiawan, 32000, Manjung, Perak",05-6921159,Manjung
Perak,76,KD Kampung Bikam,"KD Kampung Bikam, Kampung Bikam, Sungkai, 35600, Batang Padang, Perak",05-4388467,Batang Padang
Perak,77,KD Kampung Dato' Sri Kamaruddin,"KD Kampung Dato' Sri Kamaruddin, Kampung Dato' Sri Kamarudin, Seri Manjung, 32040, Manjung, Perak",05-6882711,Manjung
Perak,78,KD Kampung Dendang,"KD Kampung Dendang, Kampung Dendang, Bruas, 32700, Manjung, Perak",05-6740500,Manjung
Perak,79,KD Kampung Dew,"KD Kampung Dew, Kampung Dew, Simpang Ampat Semanggol, 34400, Kerian, Perak",-,Kerian
Perak,80,KD Kampung Guntung,"KD Kampung Guntung, Kampung Guntung, Sungkai, 35600, Batang Padang, Perak",05-4388464,Batang Padang
Perak,81,KD Kampung Jambai,"KD Kampung Jambai, Kampung Jambai, Tapah, 35000, Batang Padang, Perak",05-4275859,Batang Padang
Perak,82,KD Kampung Jaya,"KD Kampung Jaya, Kampung Jaya, Kuala Slim, Slim River, 35800, Muallim, Perak",05-4526552,Muallim
Perak,83,KD Kampung Kayan,"KD Kampung Kayan, Kampung Kayan, Lekir, 32020, Manjung, Perak",05-6792548,Manjung
Perak,84,KD Kampung Kedah,"KD Kampung Kedah, Kampung Kedah, Bruas, 32700, Manjung, Perak",05-6727319,Manjung
Perak,85,KD Kampung Kedah (Bagan Serai),"KD Kampung Kedah (Bagan Serai), Bagan Serai, Parit Buntar, 34300, Kerian, Perak",-,Kerian
Perak,86,KD Kampung Koh,"KD Kampung Koh, Kampung Koh, Sitiawan, 32000, Manjung, Perak",05-6926519,Manjung
Perak,87,KD Kampung Masjid,"KD Kampung Masjid, Kampung Mesjid, Redang Panjang, 34510, Larut dan Matang, Perak",05-8803848,Larut dan Matang
Perak,88,KD Kampung Panchor,"KD Kampung Panchor, Kampung Panchor, Pantai Remis, 34900, Manjung, Perak",05-6773895,Manjung
Perak,89,KD Kampung Pasir,"KD Kampung Pasir, Kampung Pasir, Slim River, 35800, Muallim, Perak",05-4526640,Muallim
Perak,90,KD Kampung Perak Batu Kurau,"KD Kampung Perak Batu Kurau, Kampung Perak Batu Kurau, Batu Kurau, 34500, Larut dan Matang, Perak",05-8882087,Larut dan Matang
Perak,91,KD Kampung Perak Matang,"KD Kampung Perak Matang, Kampung Perak Matang, Kuala Sepetang, 34750, Larut dan Matang, Perak",05-8479960,Larut dan Matang
Perak,92,KD Kampung Pinang,"KD Kampung Pinang, Kampung Pinang, Kamunting, 34600, Larut dan Matang, Perak",05-8075519,Larut dan Matang
Perak,93,KD Kampung Poh,"KD Kampung Poh, Kampung Poh, Bidor, 35500, Batang Padang, Perak",05-4346855,Batang Padang
Perak,94,KD Kampung Raja Hitam,"KD Kampung Raja Hitam, Kampung Raja Hitam, Air Tawar, 32400, Manjung, Perak",05-6690078,Manjung
Perak,95,KD Kampung Repoh,"KD Kampung Repoh, Kampung Repoh, Batu Kurau, 34500, Larut dan Matang, Perak",05-8882077,Larut dan Matang
Perak,96,KD Kampung Sahom,"KD Kampung Sahom, Kampung Sahom, Malim Nawar, 31700, Kampar, Perak",05-4652410,Kampar
Perak,97,KD Kampung Seri Rahmat,"KD Kampung Seri Rahmat, No. 5736, Kampung Tersusun Seri Rahmat, Batu Gajah, 31000, Kinta, Perak",05-3667682,Kinta
Perak,98,KD Kampung Sitiawan,"KD Kampung Sitiawan, Kampung Sitiawan, 32000, Manjung, Perak",05-6926516,Manjung
Perak,99,KD Kampung Tasek,"KD Kampung Tasek, Kampung Tasek, Pengkalan Hulu, 33100, Hulu Perak, Perak",04-4770585,Hulu Perak
Perak,100,KD Kampung Telok Kecil,"KD Kampung Telok Kecil, Kampung Telok Kecil, Pangkor, 32300, Manjung, Perak",05-6853907,Manjung
Perak,101,KD Kati,"KD Kati, Sauk, 33020, Kuala Kangsar, Perak",05-7521486,Kuala Kangsar
Perak,102,KD Kedai Dua,"KD Kedai Dua, Kedai Dua, Kuala Kurau, 34350, Kerian, Perak",-,Kerian
Perak,103,KD Kelian Intan,"KD Kelian Intan, Kampung Kelian Intan, Pengkalan Hulu, 33100, Hulu Perak, Perak",04-4770573,Hulu Perak
Perak,104,KD Kenang,"KD Kenang, Kampung Kenang, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5940170,Kuala Kangsar
Perak,105,KD Kerunai,"KD Kerunai, Kampung Kerunai, Gerik, 33300, Hulu Perak, Perak",05-7917806,Hulu Perak
Perak,106,KD Kg Cheh,"KD Kg Cheh, Kampung Cheh, Changkat Jering, 34850, Larut dan Matang, Perak",05-8553441,Larut dan Matang
Perak,107,KD Kg Selabak,"KD Kg Selabak, Kampung Selabak, Jalan Dato' Muhammad, Batu 3, Teluk Intan, 36000, Hilir Perak, Perak",05-6234675,Hilir Perak
Perak,108,KD Kota Lama Kanan,"KD Kota Lama Kanan, Kota Lama Kanan, Karai, 33040, Kuala Kangsar, Perak",05-7774584,Kuala Kangsar
Perak,109,KD Kota Lama Kiri,"KD Kota Lama Kiri, Kota Lama Kiri, 33000, Kuala Kangsar, Perak",05-7774586,Kuala Kangsar
Perak,110,KD Kota Setia,"KD Kota Setia, Mukim Kota Setia, Teluk Intan, 36000, Perak Tengah, Perak",05-6215273,Perak Tengah
Perak,111,KD Kota Tampan,"KD Kota Tampan, Kampung Kota Tampan, Lenggong, 33400, Hulu Perak, Perak",05-7676493,Hulu Perak
Perak,112,KD Kuak,"KD Kuak, Pekan Kuak, Lenggong, 33400, Hulu Perak, Perak",05-7512395,Hulu Perak
Perak,113,KD Kuak Luar,"KD Kuak Luar, Kampung Kuak Luar, Pengkalan Hulu, 33100, Hulu Perak, Perak",04-4770582,Hulu Perak
Perak,114,KD Kuala Kenering,"KD Kuala Kenering, Kuala Kenering, Lawin, 33410, Hulu Perak, Perak",05-7981093,Hulu Perak
Perak,115,KD Kuala Rui,"KD Kuala Rui, Kampung Kuala Rui, Gerik, 33300, Hulu Perak, Perak",05-7917807,Hulu Perak
Perak,116,KD Kuala Trong,"KD Kuala Trong, Kampung Kuala Trong, Trong, 34800, Larut dan Matang, Perak",05-8571816,Larut dan Matang
Perak,117,KD Kubu Gajah,"KD Kubu Gajah, Pekan Kubu Gajah, Selama, 34100, Larut dan Matang, Perak",05-8391085,Larut dan Matang
Perak,118,KD Ladang Elphil,"KD Ladang Elphil, Elphil Estate, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5912029,Kuala Kangsar
Perak,119,KD Lambor Kanan,"KD Lambor Kanan, Kampung Lambor Kanan, 32900, Perak Tengah, Perak",05-3765940,Perak Tengah
Perak,120,KD Laneh,"KD Laneh, Kampung Leneh, Padang Rengas, 33700, Kuala Kangsar, Perak",05-7585785,Kuala Kangsar
Perak,121,KD Layang-Layang Kanan,"KD Layang-Layang Kanan, Kampung Baru, Parit, 32800, Perak Tengah, Perak",05-3765086,Perak Tengah
Perak,122,KD Layang-Layang Kiri,"KD Layang-Layang Kiri, Kampung Selat Layang-Layang Kiri, Parit, 32800, Perak Tengah, Perak",05-3765598,Perak Tengah
Perak,123,KD Lepang Nenering,"KD Lepang Nenering, Felda Lepang Nerering, Pengkalan Hulu, 33100, Hulu Perak, Perak",05-7921525,Hulu Perak
Perak,124,KD Loh,"KD Loh, Kampung Loh, Karai, 33600, Kuala Kangsar, Perak",05-7577981,Kuala Kangsar
Perak,125,KD Luat,"KD Luat, Kampung Luat, Lenggong, 33400, Hulu Perak, Perak",05-7960121,Hulu Perak
Perak,126,KD Lubok Merbau,"KD Lubok Merbau, Kampung Lubok Merbau, Lubuk Merbau, 33010, Kuala Kangsar, Perak",05-7774582,Kuala Kangsar
Perak,127,KD Mambang Di Awan,"KD Mambang Di Awan, Pekan Mambang Di Awan, Kampar, 31900, Kampar, Perak",05-4650378,Kampar
Perak,128,KD Matang Batu,"KD Matang Batu, Matang Batu, Kuala Sepetang, 34750, Larut dan Matang, Perak",05-8582369,Larut dan Matang
Perak,129,KD Matang Jelutong,"KD Matang Jelutong, Kampung Matang Jelutong, Jalan Selama, Bagan Serai, 34300, Kerian, Perak",-,Kerian
Perak,130,KD Menora,"KD Menora, Kampung Menora, 33000, Kuala Kangsar, Perak",05-7773157,Kuala Kangsar
Perak,131,KD Nibong Hangus,"KD Nibong Hangus, Kampung Nibong Hangus, Kuala Kurau, 34350, Kerian, Perak",-,Kerian
Perak,132,KD Padang Changkat,"KD Padang Changkat, Padang Changkat, Bota, 32600, Perak Tengah, Perak",05-3761053,Perak Tengah
Perak,133,KD Padang Gajah,"KD Padang Gajah, Kampung Padang Gajah, Sungai Kerang, 34800, Larut dan Matang, Perak",05-854381,Larut dan Matang
Perak,134,KD Padang Lalang,"KD Padang Lalang, Padang Lalang, Gunung Semanggol, 34400, Kerian, Perak",-,Kerian
Perak,135,KD Padang Serai,"KD Padang Serai, Padang Serai, Pantai Remis, 34900, Manjung, Perak",05-6773866,Manjung
Perak,136,KD Pahit Luar,"KD Pahit Luar, Kampung Pahit Luar, Gerik, 33300, Hulu Perak, Perak",05-7912907,Hulu Perak
Perak,137,KD Papulut,"KD Papulut, Felda Papulut, Lawin, 33419, Hulu Perak, Perak",05-7913924,Hulu Perak
Perak,138,KD Parit Haji Amin Atas,"KD Parit Haji Amin Atas, Parit Buntar, 34200, Kerian, Perak",-,Kerian
Perak,139,KD Parit Haji Taib,"KD Parit Haji Taib, No 1030, Jalan Taiping, Bagan Serai, 34300, Kerian, Perak",05-7217300,Kerian
Perak,140,KD Parit Haji Wahab,"KD Parit Haji Wahab, Kampung Parit Haji Wahab,Tanjung Piandang, 34250, Kerian, Perak",-,Kerian
Perak,141,KD Parit Hj. Ali,"KD Parit Hj. Ali, Kampung Parit Haji Ali, Bagan Serai, 34300, Kerian, Perak",-,Kerian
Perak,142,KD Parit Jawa Atas,"KD Parit Jawa Atas, Jalan Baru, 34300, Kerian, Perak",011-65727073,Kerian
Perak,143,KD Parit Tok Hin,"KD Parit Tok Hin, Parit Tok Hin, Tanjung Piandang, 34250, Kerian, Perak",-,Kerian
Perak,144,KD Parit Tok Ngah Dalam,"KD Parit Tok Ngah Dalam, Jalan Bharu, Parit Buntar, 34200, Kerian, Perak",-,Kerian
Perak,145,KD Pasir Gajah,"KD Pasir Gajah, Kampung Pasir Gajah, Parit, 32800, Perak Tengah, Perak",05-3774227,Perak Tengah
Perak,146,KD Pasir Garam,"KD Pasir Garam, Pasir Garam, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313744,Perak Tengah
Perak,147,KD Pasir Jenderis,"KD Pasir Jenderis, Kampong Gajah, Ulu Dedap, 36800, Perak Tengah, Perak",05-6313162,Perak Tengah
Perak,148,KD Pasir Panjang Laut,"KD Pasir Panjang Laut, Kampung Pasir Panjang Laut, Setiawan, 32000, Manjung, Perak",05-6926517,Manjung
Perak,149,KD Pasir Puteh,"KD Pasir Puteh, Pasir Puteh, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313742,Perak Tengah
Perak,150,KD Pekan Gurney,"KD Pekan Gurney, Kampung Pekan Gurney, Sitiawan, 32000, Manjung, Perak",05-6926522,Manjung
Perak,151,KD Pekan Rabu,"KD Pekan Rabu, Kampung Pekan Rabu, Chenderung Balai, 36600, Hilir Perak, Perak",05-6234432,Hilir Perak
Perak,152,KD Pendiat,"KD Pendiat, Pendiat, Bota, 32600, Perak Tengah, Perak",05-3764990,Perak Tengah
Perak,153,KD Permatang,"KD Permatang, Kampung Permatang, Chenderung Balai, 36600, Hilir Perak, Perak",05-6234430,Hilir Perak
Perak,154,KD Permatang Raja,"KD Permatang Raja, Kampung Permatang Raja, Sungai Kerang, 34900, Larut dan Matang, Perak",05-8544709,Larut dan Matang
Perak,155,KD Pondok Tanjung,"KD Pondok Tanjung, Pekan Pokok Tanjung, Taiping, 34100, Larut dan Matang, Perak",05-8839167,Larut dan Matang
Perak,156,KD Pulau Besar,"KD Pulau Besar, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313359,Perak Tengah
Perak,157,KD Pulau Tiga Kanan,"KD Pulau Tiga Kanan, Kampung Pulau Tiga Kanan, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313363,Perak Tengah
Perak,158,KD Pulau Tiga Kiri,"KD Pulau Tiga Kiri, Pulau Tiga Kiri, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313575,Perak Tengah
Perak,159,KD R.P.Gunung Besout 4,"KD R.P.Gunung Besout 4, R.P Gunung Besout 4, Batang Padang, 35600, Muallim, Perak",-,Muallim
Perak,160,KD Rantau Panjang,"KD Rantau Panjang, Rantau Panjang, Selama, 34100, Larut dan Matang, Perak",05-8391084,Larut dan Matang
Perak,161,KD Rasau,"KD Rasau, Kampung Rasau, Slim River, 35800, Muallim, Perak",05-4528011,Muallim
Perak,162,KD Rimba Panjang,"KD Rimba Panjang, Kampung Baru Rimba Panjang, Sungai Siput Utara, 31100, Kuala Kangsar, Perak",05-5975149,Kuala Kangsar
Perak,163,KD Rungkup,"KD Rungkup, Rungkup, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466424,Hilir Perak
Perak,164,KD Salak Baru,"KD Salak Baru, Salak Baru, Karai, 33600, Kuala Kangsar, Perak",05-7577993,Kuala Kangsar
Perak,165,KD Sayong,"KD Sayong, Kampung Sayong, 33000, Kuala Kangsar, Perak",05-7774587,Kuala Kangsar
Perak,166,KD Selat Pulau,"KD Selat Pulau, 153, Jalan Selat Pulau, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313749,Perak Tengah
Perak,167,KD Selekoh,"KD Selekoh, Selekoh, 36200, Hilir Perak, Perak",05-6487395,Hilir Perak
Perak,168,KD Siputeh,"KD Siputeh, Siputeh, Tronoh, 31750, Kinta, Perak",05-3660823,Kinta
Perak,169,KD Slim Village,"KD Slim Village, Slim Village, Slim River, 35800, Muallim, Perak",05-4528106,Muallim
Perak,170,KD Sumpitan,"KD Sumpitan, Kampung Sumpitan, Lenggong, 33400, Hulu Perak, Perak",05-7676491,Hulu Perak
Perak,171,KD Sungai Ara,"KD Sungai Ara, Kampung Sungai Ara, Batu Kurau, 34520, Larut dan Matang, Perak",05-8882079,Larut dan Matang
Perak,172,KD Sungai Balai,"KD Sungai Balai, Sungai Balai, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466718,Hilir Perak
Perak,173,KD Sungai Baru,"KD Sungai Baru, Kampung Sungai Bharu, Tanjung Piandang, 34250, Kerian, Perak",-,Kerian
Perak,174,KD Sungai Behrang (Felda),"KD Sungai Behrang (Felda), Felda Sungai Behrang,  Tanjung Malim, 35950, Muallim, Perak",05-4543771,Muallim
Perak,175,KD Sungai Besar,"KD Sungai Besar, Kampung Hujung Rintih, Mukim Kota Setia, Teluk Intan, 36000, Perak Tengah, Perak",-,Perak Tengah
Perak,176,KD Sungai Bogak,"KD Sungai Bogak, Jalan Parit Buntar, Bagan Serai, 34300, Kerian, Perak",05-7217303,Kerian
Perak,177,KD Sungai Dulang,"KD Sungai Dulang, Kampung Sungai Dulang, Sungai Sumun, 36300, Hilir Perak, Perak",05-6487398,Hilir Perak
Perak,178,KD Sungai Durian,"KD Sungai Durian, Kampung  Sg. Durian, Tanjung Tualang, 31800, Kinta, Perak",05-3600661,Kinta
Perak,179,KD Sungai Galah,"KD Sungai Galah, Sungai Galah, Kampung Gajah, 31800, Perak Tengah, Perak",05-3606181,Perak Tengah
Perak,180,KD Sungai Gedung,"KD Sungai Gedung, Kampung Sungai Gedong, Simpang Ampat Semanggol, 34400, Kerian, Perak",05-7217339,Kerian
Perak,181,KD Sungai Itek,"KD Sungai Itek, Kampung Sungai Itek, Gopeng, 31600, Kampar, Perak",05-3596296,Kampar
Perak,182,KD Sungai Jejawi,"KD Sungai Jejawi, Sungai Jejawi, Teluk Intan, 36000, Perak Tengah, Perak",05-6553830,Perak Tengah
Perak,183,KD Sungai Klah,"KD Sungai Klah, Felda Sungai Kalah, Sungkai, 35600, Batang Padang, Perak",05-4387805,Batang Padang
Perak,184,KD Sungai Labu,"KD Sungai Labu, JKR 1061, Kampung Sungai Labu, Tanjung Piandang, 34250, Kerian, Perak",-,Kerian
Perak,185,KD Sungai Lampam,"KD Sungai Lampam, Kampung Sungai Lampam, Cenderung Balai, 36600, Hilir Perak, Perak",05-6235575,Hilir Perak
Perak,186,KD Sungai Lesong,"KD Sungai Lesong, Kampung Sungai Lesong, Tapah, 31950, Batang Padang, Perak",05-4780063,Batang Padang
