State,No.,Facility Name,Full Address,Phone Number
Perak,118,KD Ladang Elphil,"KD Ladang Elphil, Elphil Estate, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5912029
Perak,119,KD Lambor Kanan,"KD Lambor Kanan, Kampung Lambor Kanan, 32900, Perak Tengah, Perak",05-3765940
Perak,120,KD Laneh,"KD Laneh, Kampung Leneh, Padang Rengas, 33700, Kuala Kangsar, Perak",05-7585785
Perak,121,KD Layang-Layang Kanan,"KD Layang-Layang Kanan, Kampung Baru, Parit, 32800, Perak Tengah, Perak",05-3765086
Perak,122,KD Layang-Layang Kiri,"KD Layang-Layang Kiri, Kampung Selat Layang-Layang Kiri, Parit, 32800, Perak Tengah, Perak",05-3765598
Perak,123,KD Lepang Nenering,"KD Lepang Nenering, Felda Lepang Nerering, Pengkalan Hulu, 33100, Hulu Perak, Perak",05-7921525
Perak,124,KD Loh,"KD Loh, Kampung Loh, Karai, 33600, Kuala Kangsar, Perak",05-7577981
Perak,125,KD Luat,"KD Luat, Kampung Luat, Lenggong, 33400, Hulu Perak, Perak",05-7960121
Perak,126,KD Lubok Merbau,"KD Lubok Merbau, Kampung Lubok Merbau, Lubuk Merbau, 33010, Kuala Kangsar, Perak",05-7774582
Perak,127,KD Mambang Di Awan,"KD Mambang Di Awan, Pekan Mambang Di Awan, Kampar, 31900, Kampar, Perak",05-4650378
Perak,128,KD Matang Batu,"KD Matang Batu, Matang Batu, Kuala Sepetang, 34750, Larut dan Matang, Perak",05-8582369
Perak,129,KD Matang Jelutong,"KD Matang Jelutong, Kampung Matang Jelutong, Jalan Selama, Bagan Serai, 34300, Kerian, Perak",-
Perak,130,KD Menora,"KD Menora, Kampung Menora, 33000, Kuala Kangsar, Perak",05-7773157
Perak,131,KD Nibong Hangus,"KD Nibong Hangus, Kampung Nibong Hangus, Kuala Kurau, 34350, Kerian, Perak",-
Perak,132,KD Padang Changkat,"KD Padang Changkat, Padang Changkat, Bota, 32600, Perak Tengah, Perak",05-3761053
Perak,133,KD Padang Gajah,"KD Padang Gajah, Kampung Padang Gajah, Sungai Kerang, 34800, Larut dan Matang, Perak",05-854381
Perak,134,KD Padang Lalang,"KD Padang Lalang, Padang Lalang, Gunung Semanggol, 34400, Kerian, Perak",-
Perak,135,KD Padang Serai,"KD Padang Serai, Padang Serai, Pantai Remis, 34900, Manjung, Perak",05-6773866
Perak,136,KD Pahit Luar,"KD Pahit Luar, Kampung Pahit Luar, Gerik, 33300, Hulu Perak, Perak",05-7912907
Perak,137,KD Papulut,"KD Papulut, Felda Papulut, Lawin, 33419, Hulu Perak, Perak",05-7913924
Perak,138,KD Parit Haji Amin Atas,"KD Parit Haji Amin Atas, Parit Buntar, 34200, Kerian, Perak",-
Perak,139,KD Parit Haji Taib,"KD Parit Haji Taib, No 1030, Jalan Taiping, Bagan Serai, 34300, Kerian, Perak",05-7217300
Perak,140,KD Parit Haji Wahab,"KD Parit Haji Wahab, Kampung Parit Haji Wahab,Tanjung Piandang, 34250, Kerian, Perak",-
Perak,141,KD Parit Hj. Ali,"KD Parit Hj. Ali, Kampung Parit Haji Ali, Bagan Serai, 34300, Kerian, Perak",-
Perak,142,KD Parit Jawa Atas,"KD Parit Jawa Atas, Jalan Baru, 34300, Kerian, Perak",011-65727073
Perak,143,KD Parit Tok Hin,"KD Parit Tok Hin, Parit Tok Hin, Tanjung Piandang, 34250, Kerian, Perak",-
Perak,144,KD Parit Tok Ngah Dalam,"KD Parit Tok Ngah Dalam, Jalan Bharu, Parit Buntar, 34200, Kerian, Perak",-
Perak,145,KD Pasir Gajah,"KD Pasir Gajah, Kampung Pasir Gajah, Parit, 32800, Perak Tengah, Perak",05-3774227
Perak,146,KD Pasir Garam,"KD Pasir Garam, Pasir Garam, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313744
Perak,147,KD Pasir Jenderis,"KD Pasir Jenderis, Kampong Gajah, Ulu Dedap, 36800, Perak Tengah, Perak",05-6313162
Perak,148,KD Pasir Panjang Laut,"KD Pasir Panjang Laut, Kampung Pasir Panjang Laut, Setiawan, 32000, Manjung, Perak",05-6926517
Perak,149,KD Pasir Puteh,"KD Pasir Puteh, Pasir Puteh, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313742
Perak,150,KD Pekan Gurney,"KD Pekan Gurney, Kampung Pekan Gurney, Sitiawan, 32000, Manjung, Perak",05-6926522
Perak,151,KD Pekan Rabu,"KD Pekan Rabu, Kampung Pekan Rabu, Chenderung Balai, 36600, Hilir Perak, Perak",05-6234432
Perak,152,KD Pendiat,"KD Pendiat, Pendiat, Bota, 32600, Perak Tengah, Perak",05-3764990
Perak,153,KD Permatang,"KD Permatang, Kampung Permatang, Chenderung Balai, 36600, Hilir Perak, Perak",05-6234430
Perak,154,KD Permatang Raja,"KD Permatang Raja, Kampung Permatang Raja, Sungai Kerang, 34900, Larut dan Matang, Perak",05-8544709
Perak,155,KD Pondok Tanjung,"KD Pondok Tanjung, Pekan Pokok Tanjung, Taiping, 34100, Larut dan Matang, Perak",05-8839167
Perak,156,KD Pulau Besar,"KD Pulau Besar, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313359
Perak,157,KD Pulau Tiga Kanan,"KD Pulau Tiga Kanan, Kampung Pulau Tiga Kanan, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313363
Perak,158,KD Pulau Tiga Kiri,"KD Pulau Tiga Kiri, Pulau Tiga Kiri, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313575
Perak,159,KD R.P.Gunung Besout 4,"KD R.P.Gunung Besout 4, R.P Gunung Besout 4, Batang Padang, 35600, Muallim, Perak",-
Perak,160,KD Rantau Panjang,"KD Rantau Panjang, Rantau Panjang, Selama, 34100, Larut dan Matang, Perak",05-8391084
Perak,161,KD Rasau,"KD Rasau, Kampung Rasau, Slim River, 35800, Muallim, Perak",05-4528011
Perak,162,KD Rimba Panjang,"KD Rimba Panjang, Kampung Baru Rimba Panjang, Sungai Siput Utara, 31100, Kuala Kangsar, Perak",05-5975149
Perak,163,KD Rungkup,"KD Rungkup, Rungkup, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466424
Perak,164,KD Salak Baru,"KD Salak Baru, Salak Baru, Karai, 33600, Kuala Kangsar, Perak",05-7577993
Perak,165,KD Sayong,"KD Sayong, Kampung Sayong, 33000, Kuala Kangsar, Perak",05-7774587
Perak,166,KD Selat Pulau,"KD Selat Pulau, 153, Jalan Selat Pulau, Kampung Gajah, 36800, Perak Tengah, Perak",05-6313749
Perak,167,KD Selekoh,"KD Selekoh, Selekoh, 36200, Hilir Perak, Perak",05-6487395
Perak,168,KD Siputeh,"KD Siputeh, Siputeh, Tronoh, 31750, Kinta, Perak",05-3660823
Perak,169,KD Slim Village,"KD Slim Village, Slim Village, Slim River, 35800, Muallim, Perak",05-4528106
Perak,170,KD Sumpitan,"KD Sumpitan, Kampung Sumpitan, Lenggong, 33400, Hulu Perak, Perak",05-7676491
Perak,171,KD Sungai Ara,"KD Sungai Ara, Kampung Sungai Ara, Batu Kurau, 34520, Larut dan Matang, Perak",05-8882079
Perak,172,KD Sungai Balai,"KD Sungai Balai, Sungai Balai, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466718
Perak,173,KD Sungai Baru,"KD Sungai Baru, Kampung Sungai Bharu, Tanjung Piandang, 34250, Kerian, Perak",-
Perak,174,KD Sungai Behrang (Felda),"KD Sungai Behrang (Felda), Felda Sungai Behrang,  Tanjung Malim, 35950, Muallim, Perak",05-4543771
Perak,175,KD Sungai Besar,"KD Sungai Besar, Kampung Hujung Rintih, Mukim Kota Setia, Teluk Intan, 36000, Perak Tengah, Perak",-
Perak,176,KD Sungai Bogak,"KD Sungai Bogak, Jalan Parit Buntar, Bagan Serai, 34300, Kerian, Perak",05-7217303
Perak,177,KD Sungai Dulang,"KD Sungai Dulang, Kampung Sungai Dulang, Sungai Sumun, 36300, Hilir Perak, Perak",05-6487398
Perak,178,KD Sungai Durian,"KD Sungai Durian, Kampung  Sg. Durian, Tanjung Tualang, 31800, Kinta, Perak",05-3600661
Perak,179,KD Sungai Galah,"KD Sungai Galah, Sungai Galah, Kampung Gajah, 31800, Perak Tengah, Perak",05-3606181
Perak,180,KD Sungai Gedung,"KD Sungai Gedung, Kampung Sungai Gedong, Simpang Ampat Semanggol, 34400, Kerian, Perak",05-7217339
Perak,181,KD Sungai Itek,"KD Sungai Itek, Kampung Sungai Itek, Gopeng, 31600, Kampar, Perak",05-3596296
Perak,182,KD Sungai Jejawi,"KD Sungai Jejawi, Sungai Jejawi, Teluk Intan, 36000, Perak Tengah, Perak",05-6553830
Perak,183,KD Sungai Klah,"KD Sungai Klah, Felda Sungai Kalah, Sungkai, 35600, Batang Padang, Perak",05-4387805
Perak,184,KD Sungai Labu,"KD Sungai Labu, JKR 1061, Kampung Sungai Labu, Tanjung Piandang, 34250, Kerian, Perak",-
Perak,185,KD Sungai Lampam,"KD Sungai Lampam, Kampung Sungai Lampam, Cenderung Balai, 36600, Hilir Perak, Perak",05-6235575
Perak,186,KD Sungai Lesong,"KD Sungai Lesong, Kampung Sungai Lesong, Tapah, 31950, Batang Padang, Perak",05-4780063
Perak,187,KD Sungai Manila,"KD Sungai Manila, Felda Sungai Manila, Hutan Melintang, 36400, Hilir Perak, Perak",05-6417232
Perak,188,KD Sungai Pergam,"KD Sungai Pergam, Sungai Pergam, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466488
Perak,189,KD Sungai Pinang Kecil,"KD Sungai Pinang Kecil, Sungai Pinang Kecil, Pangkor, 32300, Manjung, Perak",05-6853906
Perak,190,KD Sungai Protan,"KD Sungai Protan, Kampung Sungai Protan, Simpang Ampat, Semanggol, 34400, Kerian, Perak",05-8903350
Perak,191,KD Sungai Ramai,"KD Sungai Ramai, Sungai Ramai, Air Tawar, 32400, Manjung, Perak",05-6690080
Perak,192,KD Sungai Ranggam,"KD Sungai Ranggam, Kampung Sungai Ranggam, Mukim Kota Setia, Teluk Intan, 36000, Perak Tengah, Perak",05-6221067
Perak,193,KD Sungai Samak,"KD Sungai Samak, Kampung Sungai Samak, Hutan Melintang, 36400, Hilir Perak, Perak",05-6235901/ 05-6418608
Perak,194,KD Sungai Siputeh,"KD Sungai Siputeh, Kampung Sungai Siputeh, Sungai Bayor, 34140, Larut dan Matang, Perak",05-8391473
Perak,195,KD Sungai Terap,"KD Sungai Terap, Batu Gajah, 31000, Kinta, Perak",05-3667457
Perak,196,KD Sungai Tukang Sidin,"KD Sungai Tukang Sidin, Sungai Tukang Sidin, Chenderung Balai, 36600, Hilir Perak, Perak",05-6595200
Perak,197,KD Sungai Tungku,"KD Sungai Tungku, Kampung Sungai Tungku, Teluk Intan, 36000, Hilir Perak, Perak",05-6234229
Perak,198,KD Talang,"KD Talang, Kampung Talang, 33000, Kuala Kangsar, Perak",05-7774581
Perak,199,KD Tambun,"KD Tambun, Ulu Kinta, 31250, Kinta, Perak",05-5455249
Perak,200,KD Tanjung Belanja,"KD Tanjung Belanja, Tanjung Belanja, Parit, 32800, Perak Tengah, Perak",05-3774101
Perak,201,KD Tanjung Bidara,"KD Tanjung Bidara, Kampung Tanjung Bidara, Kampung Gajah, 36800, Perak Tengah, Perak",-
Perak,202,KD Tanjung Keramat,"KD Tanjung Keramat, Kampung Tanjung Keramat, Tanjung Keramat, 36700, Hilir Perak, Perak",05-6595201
Perak,203,KD Tanjung Sari,"KD Tanjung Sari, Kampung  Tanjung Sari, Teluk Intan, 36000, Hilir Perak, Perak",05-6234291
Perak,204,KD Tawai,"KD Tawai, Kampung Tawai, Gerik, 33300, Hulu Perak, Perak",05-7917817
Perak,205,KD Tebing Rebak,"KD Tebing Rebak, Kampung Tebing Rebak, Sungai Sumun, 36300, Hilir Perak, Perak",05-6487879
Perak,206,KD Tebok Matau,"KD Tebok Matau, Tebok Matau, Gunong Semanggol, 34400, Kerian, Perak",-
Perak,207,KD Tebuk Panchor,"KD Tebuk Panchor, Tebuk Panchor, Gunung Semanggol, 34400, Kerian, Perak",-
Perak,208,KD Telaga Nenas,"KD Telaga Nenas, Changkat Kruing, Air Tawar, 32400, Manjung, Perak",05-6752569
Perak,209,KD Telok Perang,"KD Telok Perang, Telok Perang, Parit, 32800, Perak Tengah, Perak",05-7432212
Perak,210,KD Teluk Bakong,"KD Teluk Bakong, Kampung Teluk Bakong, Lambor, 32900, Perak Tengah, Perak",05-3761987
Perak,211,KD Teluk Baru,"KD Teluk Baru, Teluk Baru, Teluk Intan, 36000, Hilir Perak, Perak",05-6211559
Perak,212,KD Teluk Buluh,"KD Teluk Buluh, Kampung Teluk Buloh, Hutan Melintang, 36400, Hilir Perak, Perak",05-6416239
Perak,213,KD Teluk Kepayang,"KD Teluk Kepayang, Kampung Teluk Kepayang,  Lambor Kanan, 32900, Perak Tengah, Perak",05-3761571
Perak,214,KD Teluk Pial,"KD Teluk Pial, Jalan Baru, Kuala Kurau, 34350, Kerian, Perak",-
Perak,215,KD Teluk Sareh,"KD Teluk Sareh, Kampung Teluk Sareh,  Kampung Gajah, 36800, Perak Tengah, Perak",05-6313748
Perak,216,KD Teluk Sena,"KD Teluk Sena, Kampung Teluk Sena, Lambor Kanan, 32900, Perak Tengah, Perak",05-3763732
Perak,217,KD Temerlok,"KD Temerlok, Pekan Termeloh, Trong, 34800, Larut dan Matang, Perak",05-8545380
Perak,218,KD Temoh Pekan,"KD Temoh Pekan, Pekan Temoh, Temoh, 35000, Batang Padang, Perak",05-4190909
Perak,219,KD Temoh Stesyen,"KD Temoh Stesyen, Temoh Stesen, Tapah, 35350, Batang Padang, Perak",05-4190419
Perak,220,KD Temong Hulu,"KD Temong Hulu, Temong Hulu, Kati, 33020, Kuala Kangsar, Perak",05-7521490
Perak,221,KD Tepus,"KD Tepus,  Kampung Tepus, Parit, 32800, Perak Tengah, Perak",05-3772204
Perak,222,KD Titi Serong,"KD Titi Serong, Parit Buntar, 34200, Kerian, Perak",011-65722923
Perak,223,KD Trolak Pekan,"KD Trolak Pekan, Trolak Pekan, Slim River, 35800, Muallim, Perak",05-4520140
Perak,224,KD Trolak Timur (Felda),"KD Trolak Timur (Felda), Trolak Timur, Trolak Selatan, 35600, Batang Padang, Perak",05-4323449
Perak,225,KD Trolak Utara,"KD Trolak Utara, Trolak Utara, Sungkai, 35600, Batang Padang, Perak",05-4323917
Perak,226,KD Trosor,"KD Trosor, Kampung Trosor, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5973885
Perak,227,KD Ulu Chemor,"KD Ulu Chemor, Jalan Ulu Chemor, Chemor, 31200, Kinta, Perak",05-2016249
Perak,228,KD Ulu Chepor,"KD Ulu Chepor, Kampung Ulu Chepor, Batu 9, 31200, Kinta, Perak",05-2014146
Perak,229,KD Ulu Kenas,"KD Ulu Kenas, Kampung Ulu Kenas, Manong, 33800, Kuala Kangsar, Perak",05-7431020
Perak,230,KD Ulu Mengkuang,"KD Ulu Mengkuang, Ulu Mengkuang, Selama, 34140, Larut dan Matang, Perak",05-8391096
Perak,231,KK Air Kuning,"KK Air Kuning, Kg Tersusun Air Kuning, Tg. Tualang , 31800, Perak Tengah, Perak",011-65266778
Perak,232,KK Alor Pongsu,"KK Alor Pongsu, Jalan Stesen Alor Pongsu, Alor Pongsu, 34300, Kerian, Perak",05-7215855
Perak,233,KK Ayer Tawar,"KK Ayer Tawar, Jalan Besar, Pekan Ayer Tawar, Ayer Tawar, 32400, Manjung, Perak",05-6723333
Perak,234,KK Bagan Datoh,"KK Bagan Datoh, Pekan Bagan Datoh, Bagan Datoh, 36100, Hilir Perak, Perak",05-6466233
Perak,235,KK Bagan Serai,"KK Bagan Serai, Jalan Taiping, Pekan Bagan Serai, Bagan Serai, 34300, Kerian, Perak",05-7215355
Perak,236,KK Batu 17,"KK Batu 17, Jalan Pahang, Tapah, 35000, Batang Padang, Perak",-
Perak,237,KK Batu Kurau,"KK Batu Kurau, Pekan Batu Kurau, Batu Kurau, 34500, Larut dan Matang, Perak",05-8880333
Perak,238,KK Bekor,"KK Bekor, Bekor, Manong, 33800, Kuala Kangsar, Perak",05-2560128
Perak,239,KK Bidor,"KK Bidor, Jalan Besar Bidor, Pekan Bidor, Bidor, 35500, Batang Padang, Perak",05-4340246
Perak,240,KK Bota Kiri,"KK Bota Kiri, Jalan Bota Kiri, Bota Kiri, 32600, Perak Tengah, Perak",05-3761322/ 05-3764842
Perak,241,KK Bruas,"KK Bruas, Jalan Besar, Bruas, Manjung, 32700, Manjung, Perak",05-6749333
Perak,242,KK Buntong,"KK Buntong, Jalan Desa Rishah, Ipoh, 30100, Kinta, Perak",05-2823333
Perak,243,KK Changkat Jering,"KK Changkat Jering, Pekan Changkat Jering, Jalan Kuala Kangsar, Larut, Matang & Selama, 34850, Larut dan Matang, Perak",05-8553013
Perak,244,KK Changkat Kruing,"KK Changkat Kruing, Kampung Changkat Kruing, Changkat Kruing, 32500, Manjung, Perak",05-6751553
Perak,245,KK Changkat Lada,"KK Changkat Lada, Kampung Gajah, Perak Tengah, 36800, Perak Tengah, Perak",05-6551355 / 05-6551501
Perak,246,KK Chemor,"KK Chemor, Jalan Tanah Hitam, Chemor, 31200, Kinta, Perak",05-2011355
Perak,247,KK Chenderong Balai,"KK Chenderong Balai, Chenderong Balai, Chenderong Balai, 36600, Hilir Perak, Perak",05-7215355
Perak,248,KK Felcra Nasaruddin,"KK Felcra Nasaruddin, Felcra Nasarudin, Bota, 32600, Perak Tengah, Perak",05-3711603
Perak,249,KK Felda Bersia,"KK Felda Bersia, Kampung Felda Bersia, 33320, Hulu Perak, Perak",-
Perak,250,KK Gopeng,"KK Gopeng, Jalan Dr.Raja Nazrin, Pekan Gopeng, Gopeng, 31600, Kampar, Perak",05-3593355
Perak,251,KK Greentown,"KK Greentown, Jalan Raja Musa Aziz, Ipoh, 30450, Kinta, Perak",05-2530801
Perak,252,KK Gunung Besout,"KK Gunung Besout, Felda Gunung Besout 03, Sungkai, 35600, Batang Padang, Perak",05-4311092
Perak,253,KK Gunung Rapat,"KK Gunung Rapat, Jalan Raja Dr. Nazrin Shah, 31350, Kinta, Perak",05-3115813
Perak,254,KK Gunung Semanggol,"KK Gunung Semanggol, Jalan Kubu Gajah, Simpang Empat, Gunung Semanggol, 34400, Kerian, Perak",05-8901333
Perak,255,KK Hutan Melintang,"KK Hutan Melintang, Jalan Hutan Melintang, Hilir Perak, 36400, Hilir Perak, Perak",05-6411475
Perak,256,KK Ijok,"KK Ijok, Felda Ijok, Redang Panjang, 34120, Larut dan Matang, Perak",05-8803048
Perak,257,KK Jalan Baru,"KK Jalan Baru, Jalan Tanah Kebun, Kerian, 34250, Kerian, Perak",05-7163355
Perak,258,KK Jelapang,"KK Jelapang, Jalan Jelapang, Ipoh, 30020, Kinta, Perak",05-5263834
Perak,259,KK Kampar,"KK Kampar, Jalan Degong, 31900, Kampar, Perak",05-4667011
Perak,260,KK Kampung Gajah,"KK Kampung Gajah, Kampung Gajah, 36800, Perak Tengah, Perak",05-6311185/ 05-6312730
Perak,261,KK Kampung Simee,"KK Kampung Simee, Jalan Kompleks Sukan, Ipoh, 31400, Kinta, Perak",03-5439470
Perak,262,KK Kamunting,"KK Kamunting, Jalan Ekspo, Pekan Kamunting, Kamunting, 34600, Larut dan Matang, Perak",05-8913751
Perak,263,KK Karai,"KK Karai, Jalan Besar, Kampung Karai, Enggor, 33600, Kuala Kangsar, Perak",05-7576355
Perak,264,KK Kedai Empat,"KK Kedai Empat, Kedai Empat, Tanjung Piandang, 34250, Kerian, Perak",05-7165155
Perak,265,KK Kota Bharu,"KK Kota Bharu, Jalan Kota Bharu, Gopeng, 31610, Kampar, Perak",05-3594355
Perak,266,KK Kuala Gula,"KK Kuala Gula, Kuala Gula, 34350, Kerian, Perak",05-8908657
Perak,267,KK Kuala Kangsar,"KK Kuala Kangsar, Jalan Sultan Idris Shah 1, Kuala Kangsar, 33000, Kuala Kangsar, Perak","05-7762523/
05-7762526"
Perak,268,KK Kuala Kurau,"KK Kuala Kurau, Jalan Kuala Kurau, Kuala Kurau, 34350, Kerian, Perak",05-7277355
Perak,269,KK Kuala Sepetang,"KK Kuala Sepetang, Kampung Kuala Sepetang, Kuala Sepetang, 34600, Larut dan Matang, Perak",05-8581355
Perak,270,KK Lambor Kiri,"KK Lambor Kiri, Lambor , 32900, Perak Tengah, Perak",05-3761855/ 05-3765792
Perak,271,KK Langkap,"KK Langkap, Langkap, 36700, Hilir Perak, Perak",05-6591473
Perak,272,KK Lawin,"KK Lawin, Jalan Lenggong-Gerik, Lawin, 33410, Hulu Perak, Perak",05-7911907
Perak,273,KK Lekir,"KK Lekir, Batu 8, Lekir, 32020, Manjung, Perak",05-6791415 / 05-6791527
Perak,274,KK Lenggong,"KK Lenggong, Jalan Gerik - Lenggong, Lenggong, 33400, Hulu Perak, Perak",05-7677355
Perak,275,KK Lintang,"KK Lintang, Kampung Lintang, Sungai Siput Utara, 31110, Kuala Kangsar, Perak",05-5912255
Perak,276,KK Malim Nawar,"KK Malim Nawar, Jalan Malim Nawar, Malaim Nawar, 31700, Kampar, Perak",05-4771818
Perak,277,KK Manjoi,"KK Manjoi, Jalan Masjid, Ipoh, 30100, Kinta, Perak",05-5263220
Perak,278,KK Manong,"KK Manong, Jalan Rumah Awam II, Kuala Kangsar, 33800, Kuala Kangsar, Perak",05-7430355
Perak,279,KK Menglembu,"KK Menglembu, Jalan Menglembu Timur 10, Ipoh, 31450, Kinta, Perak",05-2815882
Perak,280,KK Padang Rengas,"KK Padang Rengas, Pekan Padang Rengas, Padang Rengas, 33700, Kuala Kangsar, Perak",05-7584355
Perak,281,KK Pantai Remis,"KK Pantai Remis, Jln Tangki Air, Kg Sungai Batu, Pantai Remis, 34900, Manjung, Perak",05-7771316/ 05-6774033
Perak,282,KK Parit,"KK Parit, Jalan Pejabat Pos, Parit, 32800, Perak Tengah, Perak",05-3772689/ 05-3774368
Perak,283,KK Pasir Pinji,"KK Pasir Pinji, Jalan Bunga Raya, Ipoh, 31650, Kinta, Perak",05-3214172
Perak,284,KK Pengkalan Baru,"KK Pengkalan Baru, Kampung Pengkalan Baru, Pantai Remis, 34900, Manjung, Perak",05-6774350
Perak,285,KK Pengkalan Hulu,"KK Pengkalan Hulu, Jalan Pengkalan Hulu, Pengkalan Hulu, 33100, Hulu Perak, Perak",04-4778355
Perak,286,KK Plang,"KK Plang, Jalan Gerik-Pengkalan Hulu, Kampung Plang, Gerik, 33320, Hulu Perak, Perak",05-7917635
Perak,287,KK Pokok Assam,"KK Pokok Assam, Jalan Menteri Besar, Pekan Pokok Assam, Taiping, 34000, Larut dan Matang, Perak",05-8067177
Perak,288,KK Pos Kemar,"KK Pos Kemar, Rancangan Penempatan Semula Orang Asli Kemar, Gerik, 33300, Hulu Perak, Perak",019-5998651
Perak,289,KK Pulau Pangkor,"KK Pulau Pangkor, Jalan Pasir Bogak, Pekan Pulau Pangkor, Pulau Pangkor, 32300, Manjung, Perak",05-6851284/ 05-6851898   05-6854048  05-6852136
Perak,290,KK Redang Panjang,"KK Redang Panjang, Jalan Batu Kurau, Ijok, 34510, Larut dan Matang, Perak",05-8802264
Perak,291,KK Sauk,"KK Sauk, Jalan Besar Lenggong, Kuala Kangsar, 33500, Kuala Kangsar, Perak",05-7511355
Perak,292,KK Selama,"KK Selama, Pekan Selama, Larut, Matang & Selama, 34100, Larut dan Matang, Perak",05-8394355
Perak,293,KK Selekoh,"KK Selekoh, Jalan Bagan Datoh, Selekoh, 36100, Hilir Perak, Perak",05-2548615
Perak,294,KK Selinsing,"KK Selinsing, Kampung Selinsing, Simpang Ampat, Semanggol, 34400, Kerian, Perak",05-8904542
Perak,295,KK Seri Iskandar,"KK Seri Iskandar, Seri Iskandar, 32610, Perak Tengah, Perak",05-3731903 / 05-3731936
Perak,296,KK Simpang,"KK Simpang, Jalan Kuala Kangsar, Simpang, Taiping, 34700, Larut dan Matang, Perak",05-8491466
Perak,297,KK Sitiawan,"KK Sitiawan, Jalan Dato' Ahmad Yunus, Kampung Serdang, Sitiawan, 32000, Manjung, Perak",05-6914355
Perak,298,KK Slim River,"KK Slim River, Jalan Indah, Bandar Baru Slim River,",05-4529070
Perak,299,KK Sungai Bayor,"KK Sungai Bayor, Pekan Sungai Bayor, Selama, 34110, Larut dan Matang, Perak",05-8394155
Perak,300,KK Sungai Kerang,"KK Sungai Kerang, Jalan Pantai Remis, Trong, Larut, Matang & Selama, 34800, Larut dan Matang, Perak",05-8544255
Perak,301,KK Sungai Siput,"KK Sungai Siput, Jalan Ipoh, Pekan Sungai Siput, Sungai Siput, 31100, Kuala Kangsar, Perak",05-5982355
Perak,302,KK Sungai Sumun,"KK Sungai Sumun, Kampung Sungai Sumun, Sungai Sumun, 36300, Hilir Perak, Perak",05-3761355
Perak,303,KK Sungai Tiang,"KK Sungai Tiang, Bagan Datoh, 36100, Hilir Perak, Perak",05-6487380
Perak,304,KK Sungkai,"KK Sungkai, Jalan Pekan Lama, Sungkai, 35600, Batang Padang, Perak",05-4386478
Perak,305,KK Taiping,"KK Taiping, Jalan Tupai, Taiping, Larut, Matang & Selama, 34000, Larut dan Matang, Perak",05-8041555
Perak,306,KK Tanjung Malim,"KK Tanjung Malim, Pekan Tanjung Malim, Tanjung Malim, 35950, Muallim, Perak",05-4596333 /  05-4598759 / 05-4598146
Perak,307,KK Tanjung Piandang,"KK Tanjung Piandang, Jalan Pantai, Tanjung Piandang, 34250, Kerian, Perak",05-7256355
Perak,308,KK Tanjung Rambutan,"KK Tanjung Rambutan, Ulu Kinta, 31250, Kinta, Perak",05-5330144
Perak,309,KK Tanjung Tualang,"KK Tanjung Tualang, Tanjung Tualang, 31800, Kinta, Perak",05-3609355
Perak,310,KK Tapah,"KK Tapah, Jalan Damai, Tapah, 35000, Batang Padang, Perak",05-4010260
Perak,311,KK Tapah Road,"KK Tapah Road, Kg Kassim, 35400 Tapah Road, 35400, Batang Padang, Perak",05-4182370
Perak,312,KK Telok Intan,"KK Telok Intan, Jalan Bandar, Telok Intan, 36000, Hilir Perak, Perak",05-8553013
Perak,313,KK Teluk Medan,"KK Teluk Medan, Jalan Taiping, Kampung Teluk Medan, Bagan Serai, 34300, Kerian, Perak",05-7215655
Perak,314,KK Trolak Selatan,"KK Trolak Selatan , Felda Trolak Selatan, Sungkai, 35600, Batang Padang, Perak",05-4323136
Perak,315,KK Trong,"KK Trong, Trong, Larut, Matang & Selama, 34800, Larut dan Matang, Perak",05-8577155
Perak,316,KK Tronoh,"KK Tronoh, Jalan Besar, Tronoh, 31750, Kinta, Perak",05-3676355
Perak,317,KK Ulu Dedap,"KK Ulu Dedap, Teluk Intan, 36000, Perak Tengah, Perak",05-6552195/  05-6551627
Perak,318,KK UTC Ipoh,"KK UTC Ipoh, Lot LB21 & 22 Off Jalan Dato' Onn Jaafar, Ipoh, 30300, Kinta, Perak",05-2413435
